,Verification Status,review,Sentiment_Score,Sentiment_Label
445,Not Verified,Another episode of unmitigated shambles when it comes to customer service. The day after Storm Eunice and English half term holidays are getting underway. So you make allowances and you accept there could be some delays. The fact they were then compounded by the late cancellation of a raft of flights to domestic and European destinations on the evening of Saturday 19 February for operational reasons was pitiful. You could not rebook via BA’s website. Instead passengers were compelled to queue at Gate A17 at LHR to possibly rebook and be provided with accommodation overnight. Some BA cabin crew were helpful but those in customer services in the South Lounge who simply directed passengers to the ever growing queues at A17 were a disgrace.,-0.1901,Negative
448,Not Verified,Having just booked BA for a return flight - being one hour each way in Club Class and paying + 700 euro for 2 persons to be then asked to pay a further 96 euro to choose seats in business. A full business class ticket and a fee for seat? A very disengaged management model.,-0.1027,Negative
453,Not Verified,"BA cancelled our original return flight and rebooked us a day later. We had no issue with this, just enjoyed an extra days holiday but others might not have been so flexible. However, they overlooked rebooking our connecting flight from LHR and we were fortunate that there was still space on the flight when we checked in at ATL. The aircraft was newish and in excellent condition, flight was around 50% capacity. Service was excellent, staff were friendly and efficient. Dinner was good, breakfast was disappointing with little choice. The LHR to BHD leg was equally good and I am beginning to think that BA are getting their mojo back again.",0.9861,Positive
456,Not Verified,"Utterly appalling company. We've flown with them two times now, and both times it's been a disaster. The first time: Return flight was delayed by over 24 hours. There was nobody at the gate to tell us this, so a large group of passengers had to roam round Dubai airport looking for BA staff. There were none. Eventually another airline told us to go down some unmarked stairs, where a very angry person told us it was our fault, and we should have been given a letter. We had no letter. They then put us on a bus to the other terminal. When we arrived, there was nobody to greet us. We were literally just left there. We had to, yet again, contact another airline, who managed to find us transport to the hotel. When we got there, we were told it was full and we couldn't choose our rooms. We were given a terrible, dirty, cramped room. Several times throughout the night we were called to tell us our flight had been moved. Eventually we got to board the next day. My tray table was broken, as was the window blind, and I didn't get a meal. No compensation was offered. The second time I need to reschedule my flight. The website assured me this was fine, but provided no link. I needed to phone up. If you need to phone BA, don't even bother trying. I never got to speak to anyone, and just ended up booking a hotel to wait for my flight rather than rescheduling. The food has been terrible, meagre portions given infrequently. My sandwich was inedible.",-0.9402,Negative
457,Not Verified,Over the past 2 years I have flown with British Airways twice and ended up in the exact same predicament of having to wait around all day in London Heathrow for a 1 hour flight home to Newcastle. While the holidays and the plane staff are fantastic the customer service and the staff at Heathrow are useless. First time in February 2020 I got stuck in Heathrow due to Storm Ciara when travelling home from work which was not the airlines fault. However the handling of the situation by the staff at the airport was a joke. They had 4 to 5 staff ran a kiosk queue of over 100+ unhappy travellers whilst they could have set up mini kiosks on the unused gates to get through everyone quicker. Their was no crowd control and at one point after queuing for 2 hours plus the staff decided to shut up shop. In the end after a 12 hour battle I was lucky enough to get home on the last flight of the day through sheer luck when I finally spoke to someone. In November 2021 I decided to give BA a second chance and booked to go to New York. Since the plane landed late into LHR I missed my connecting flight which could have been avoided if the staff at Heathrow had assisted me or held the plane for a short while. As I rushed through customs I did manage to make it to the gate with 5 minutes to spare and the plane still in the terminal but since they had taken my luggage off the flight they told me to go to the service desk and refused to let me on since they had moved me on to a later flight. My layover was now 10 hours and all I got from the guest services was a £12 food voucher to spend and a phone number for what I thought was complaints but after being on hold for 20 minutes found out it was not from complaints. Considering the fact this could have all been avoidable with more assistance to have only been given a food voucher for £12 seemed really cheap. A few days after I got home I then raised a complaint expressing how annoyed I was and waited over a month for a response before chasing it up only to find the complaints staff were not working. When I got a response I said I wanted 20-25% back off my holiday. I got an apology and told the staff at Heathrow will be better but in terms of good will and compensation I was offered nothing!,-0.7362,Negative
464,Not Verified,"On arrival at the Warsaw Airport the check in zone was the only one that was not announced on the flight board - we had to guess and ask random people where to go. Once we finally found the check-in desks, luggage drop and check-in was appalling. It took us over 1.5 hours to get our bags checked (and we were half way through the queue). The whole process was disorganised and very slow, really the last thing you want when looking after 2 small, impatient kids. Lady in Warsaw Airport who was supposed to direct passengers to the correct queue was useless. One check-in desk for Euro Traveller / Club Europe, one for bag drop and one for the check-in.  Flight left delayed but the pilots managed to catch up and landed with a small delay, crew on the plane was nice and attentive. Luckily the in air experience was much better, but sort out your ground service at Warsaw Airport.",0.631,Positive
470,Not Verified,"First of this was one of the smoothest UK to US flights I have taken. The boarding was appalling and had families with kids queue for no reason at all. They called families to the front but then decided to board business and premier classes first which I appreciate why but why call families? The worse seats ever and the legroom was appalling. The entertainment system is basic, it does not support Bluetooth headphones, the USB does not support your own devices for movies although the website says yes and the headphones input was as good as useless.  The crew were nice so sorry I missed that.",-0.6374,Negative
486,Not Verified,"Check-in very slow. No app check-in and could not check my vaccine QR code online. Check in staff friendly but too few of them. BA Silver card holder and no Stockholm lounge  to use. Boarding fine, but plane was worn out. Seats close together and row 30 even worse.  Crew really professional and happy it seemed. Arrival at Heathrow a total shambles. BA777 landed at 12.50, no gate so waited and waited for 25 minutes. Then BA jetty didn’t work. Then BA had no steps. Very slow to leave plane as only moderately mobile wheelchair passengers struggle down the steps. Everyone was very patient and supportive but it was terrible to watch. So BA skimping on lounge, plane condition and gate. Crew good, seats very uncomfortable.",-0.8986,Negative
488,Not Verified,"Outbound, seated in row 10, I was told they had run out of my chosen food option (shepherd's pie), so I had to settle for gnocchi. The steward had the temerity to blame the food supplier - as if BA could not get a better one! On the return, boarding from the back, not by priority, then, seated in row 12, I had the last half glass of champagne (only because one of the other passengers in row 12 had declined). Food was rigatoni with vegetables. Overall, penny pinching by BA in club class. Dreadful - not for us again.",-0.7002,Negative
493,Not Verified,"Poorly mismanaged services this time. Disappointed with the huge queues due to unavailability of attendants at the counters, had to wait around 1.5 hours just to check in. Then came the boarding, again had to wait at the passage for 15-30 mins. Finally when we thought things are better now, on reaching London our next boarding pass was not scanned. Around 15-20 passengers including me had to wait from 7.45 am until 1.40 am for the next flight. On boarding the next flight, no space to keep the luggage. Journey was really hectic and did not expect this from BA.",0.1779,Positive
494,Not Verified,Currently dreading my flight with BA considering they have hung up on me and mum on the customer service line twice now and will not reply via the so called “Live Chat”. All we wanted to find out was how there were two flights booked under my mums name plus a flight for my dad and not one for me. We just wanted to be able to make a name change. Absolutely impossible. Their website is unusable. Their customer service is a shambles. They couldn’t change the name. Told me that we should’ve done the booking more carefully. Well you’re going to have these people making mistakes. So maybe change your website so that we can make changes to our flights. Like hello it’s the 21st century. You should have a button saying “Change name”. Anyways not the point. The woman on the phone started raising her voice at us because she wasn’t making it clear on what to do. Then when I gave up towards the end of the call I just said “thanks for your help I’ll deal with it la-“ got cut off. 50 minutes and got nothing. All I can say is good luck.,0.8347,Positive
499,Not Verified,"Good flight but boarding was chaos, was gifted with the beautiful A10 gate at LHR T5(, so we were bussed to the plane (first time I've used a bus gate there). The A320 was at T3 at a gate with a jetway, nevertheless 168 passengers (full flight) boarded via steps - this caused an hour waiting at the ""gate"" as well as the baggage taking ages. Also the seat recline on G-GATL (9f) is broken.",-0.0644,Negative
502,Not Verified,"What has happened to British Airways? The whole pre-flight experience now is prehistoric, they appear to have gone back to the 80’s and now make passengers physically queue to manually check in adding hours to the journey not to mention how ridiculous it is to bunch people together in a big slow queue. On the premise it’s due to covid precautions! They are the only airline making passengers do this and they can’t even open all the desks so for 200 passengers they had two check in staff, like the post office in 1980! Apart from the aircraft and cabin crew literally everything else about this airline has disintegrated to the point where they’re just not reliable enough to use for business purposes and their attitude towards exec club members and other loyal customers is a disgrace. I’ve chosen and insisted upon BA for business and personal travel for decades and accumulated a lot of air miles, I also have not one but two BA Amex companion vouchers that cost me 40k of spending to earn so that tells you how much I’ve supported this airline despite their shocking decline in recent years. In the last year I’ve booked 6 BA flights, 1 personal and 5 business flights for me and two colleagues but after taking my money and wasting my time planning the itineraries, 5 of the 6 have been cancelled forcing me to tear up my plans and pay double for last minute alternatives with other airlines, the personal one to St Lucia they cancelled my return 2 days after flying me out forcing me to cancel my holiday and fly back immediately or risk being stuck there for 6 weeks. That cost me my £2500 holiday and they offered nothing by way of compensation! A couple of weeks ago I noticed that one of my Amex companion vouchers was apparently going to expire on Nov 12th this year so I tried to speak to them. As the World has largely been closed since March 20 I assumed it would be straightforward to extend the voucher to a time there are holiday destinations properly open, not to mention my experiences dealing with routinely cancelled flights and my reluctance to risk a third person on another holiday, but after 2 days going around in circles speaking really bad English to people who have no empathy for me or even live in the same country I finally got through to someone at BA who told me that no they won’t extend the voucher! I’m even a shareholder but after this level of treatment and disrespect I will not spend another penny with this airline, I’m not even going to bother using my second voucher and I’ve cancelled my BA Amex. I work in the music business managing tours for bands so I reckon I book 1000 flights a year and my only satisfaction is knowing their attitude has cost them that! Roll on the inevitable BA administration but at least somebody else can buy it for cheap and start rebuilding what was once the Worlds Favourite Airline but now the most ridiculed. Who’d have thought BA could ever make Ryanair look like an attractive option.",-0.932,Negative
506,Not Verified,"I booked and paid for what I thought was a business class seat on a flight to Athens. What I got was a premium economy seat. The first nine rows were business class seats, rows 10 to 16 were what should have been the premium economy cabin (but had been added to the business class section) which had less comfortable seats that didn’t fully recline, unlike the seats in rows 1 to 9 (I was in row 11). This is not a case of me being snobby, but simply a point of principle and a clear case of BA mis-selling. Had I known prior that I would be paying the same business class price but for seats that were less comfortable than other business class passengers on the same flight, I wouldn’t have booked. I complained on board along with several other passengers who also resented being scammed in that way. I also made a formal complaint to BA but was fobbed off. Apparently this is a long running scam, I don’t know how they get away with it.",-0.804,Negative
510,Not Verified,"I had booked a flight from Heathrow on Friday 27th August 2021 to fly to Manchester Airport. On arrival at Heathrow to check in, the British Airways staff informed me that I had booked both flight seats in my name by mistake. I offered to pay a fee to get the second seat changed to my sister's name but British Airways refused us to board and sent us home. However, the staff member who I spoke to at the desk promised to email us flight vouchers which I would get shortly so that I could fly at another time with BA since they do not offer refunds. I never received these flight vouchers. I have chased numerous times on the phone with BA staff who said that it was my error and that no flight vouchers would be sent to me. They have no record that a staff member spoke to me and promised these vouchers, they say I was just a 'no show' which is inaccurate. I have sent numerous emails to BA explaining what happened and asking form my promised vouchers. I have had no response to my emails/messages. One BA staff member on the phone said that I should track down the lady I spoke to at Heathrow and ask her if she remembers me. So ludicrous as I did not take her name and I doubt she would remember me since she sees hundreds of BA customers a day.",-0.9397,Negative
514,Not Verified,I’ve had to book six flights with BA recently. All have either been cancelled or had a significant time change. The latest flight was so late into Heathrow we missed our connecting flight even though we’d scheduled around 2 hours between flights. BA staff at Heathrow were rude and generally clueless for the most part. They couldn’t get us to our destination within 24 hours of our scheduled arrival time. We booked an easyJet flight from Gatwick instead and had to pay to get ourselves to Gatwick. A complaint was registered several weeks ago with no response so far. Perhaps BA have a backlog of complaints the way they are performing at the moment. It’s an embarrassment that our national flag carrier is being comfortably out performed by budget airlines but that appears to be the case at the moment.,-0.775,Negative
536,Not Verified,"Booked flight six months before travel, then month before the flight BA cancelled the flight giving the option to rebook for another day - bearing in mind that people have work and school that wasn't ideal on top of booked parking for over three weeks. We rebooked the flight- as suggested by them and a week later BA cancelled the rebooked flight. We were told that we will receive a refund within 10 working days. Over two weeks passed and I called again. I was informed that they can't give a time frame for processing refunds, and no refund issued yet. BA representative refuses to give contact details to the manager, they cut the phone.",-0.8057,Negative
537,Not Verified,"The airline cancelled my initial return flight with a 2 hours layover in London, and my only option was to book the next flight that has a 7-8 hours layover. That's before I board the flight to Toronto. While i understand schedule changes, and do my best to stay positive and supportive, i contacted the airline, asking for upgrades to a best seat. I asked for access to the airport lounge during my prolonged stay in the airport. They denied my ask, no explanations and no empathy. Not only that, but they ignored my subsequent ask to provide a path to escalation. Again, not the change in schedule, not the extra 5 hours layover time. Just the way they chose to treat a customer who didn't do anything wrong except trusting them with his commute.",0.8986,Positive
538,Not Verified,"I was traveling with my wife in business class from Seattle to Bangalore via connecting flight in London and we reserved our seats together while booking the tickets. But mysteriously they changed it later and when we got our boarding pass, they assigned 11h and 5d. Called several times but they couldn't do anything and gave us explanations like may be some one else needed those seats and there are no other seats together available. When we boarded, the whole plane was empty and still they didn't allow us to seat together.",-0.4116,Negative
540,Not Verified,"Aktion airport has only recently opened its new facilities and check-in and departure certainly seemed very clean and efficient, although admittedly it’s only having to cope with a low passenger load at present. It was good to see that check-in carefully scrutinised lateral flow certificates and passenger locator forms. Thanks to just 30 passengers on board, with more than half in Club Europe, the flight took off ahead of time. Service was a little perfunctory and the food was more reminiscent of economy than business class, with too much pre-packaging - the COVID effect, presumably. Arrival into T5 was also comfortably ahead of schedule, and although we were dreading many hours of queuing at border control, we were through the e-gates and collecting our luggage just 20 minutes after landing.",0.9013,Positive
551,Not Verified,4 cancellations for 1 month! Applying vouchers only to find out they don't work after new cancellation! Terrible stammers. Do not recommend to anyone in Covid restrictions.,-0.7646,Negative
553,Not Verified,"I was travelling back from Mexico City on a business trip. Fully aware of the covid safety restrictions at the moment, which the staff do an admirable job with - but nevertheless a lot to say on the state of BA First at the moment. Firstly - no lounge at all at Mexico City Terminal 2. There's a paid lounge, but the check in staff wouldn't help with the details. Mexico City Terminal 1 has functional lounges for AeroMexico working. Not good enough for an expensive ticket. Finally got to board and the staff are incredible - but throughout they were super apologetic as to what was to come. The food was literally inedible in First and staff offered commented as much every time. So for an 11 hour trip in First the option really was chocolate or crisps. The first suite on the flight had visible signs of wear and tear and needs some attention. The seat would not easily convert to a bed. It had scuff marks around it and generally looked a bit shabby. Again, not what you'd expect from a premium product. I left my watch on the flight in error and contacted BA immediately about this. Despite assurances that they have a comprehensive cleaning process during Covid my watch was never found. BA has outsourced their lost and found service to a separate company and in the process they have completely washed their hands on helping out customers. Given that I told them specifically where I'd left the watch I can only assume that one of the cleaning staff decided to keep it. All in all, you pay premium on a flight for additional service. BA isn't offering it at the moment. If it is essential that you have to fly really don't bother with first unless you have to - or go to another airline. The company just don't care.",-0.7666,Negative
554,Not Verified,Charge £700 fee to make an amendment to a booked holiday well in advance. Absolutely disgraceful. Their site says £30 fees for amendments and when you ring up they say that you ticked the terms and conditions box and refer to page 27 of terms and conditions and use it to charge you an extortionate amount.  I received nothing but bad attitude and rudeness from the representative.,0.2558,Positive
555,Not Verified,"Good service the whole way. Nothing exceptional but it was only a short flight. Plane was clean and refreshments were provided. My only issue is that the flight was packed - understandable as it was just before Chirstmas but surely it is not wise to have strangers sitting so close to each other during a pandemic, even with the masks? My return flight was cancelled but it was easy to transfer to a new flight so no issues there either - just hoping for a little more personal space next time! Also wi-fi did not work. I also liked that they had a system for boarding and disembarking to avoid everyone rushing at the same time, brought in for the pandemic I'm sure but I hope this is something they continue into the future as it made the experience much more pleasant. Value for money marked down only because the Christmas flights were so expensive! To be expected though, I know.",0.9599,Positive
556,Not Verified,"I entered the plane with a bunch of white flowers and a flight attendant joked that I should have felt obliged to bring the flowers, when she realized that I was going to my Mother's funeral with the flowers she was apologetic (she had no idea why I was bringing in flowers) but the crew were very nice to me during this flight.",0.533,Positive
560,Not Verified,"I had a direct flight from London to Lahore and travelling with them was a nightmare. They did not have milk for my son's bottle, didn't even give warm water for his formula milk. No kids meals, no snacks. Meal portion size was tiny, 1/4 glass of juice. You literally have to beg them for drinks water etc.. Staff was so rude and treated us like trash. If you compare them with Emirates, I would give Emirates 10/10 and British airways 2/10. It's not at all child friendly. I will never travel with them again.",-0.4994,Negative
561,Not Verified,"Overall I have to say I am really pleased with the service BA provided, given the circumstances which must be particularly challenging for airlines. I had to call BA a few times regarding both my outbound and return flight and I would rate their customer service 10/10. Everyone I talked to was extremely friendly and helpful, one employee even tried to help me figure out the recently updated arrival regulations from an Italian website and listened to my rant about constantly changing restrictions and quarantines. I was refunded promptly for part of my flight that had been cancelled and I was able to change my return flight to a completely different route and date with only a minimal charge. They have really shown flexibility here, which is needed when travelling in 2020. The flight itself was fine and I appreciate that food and drink options are currently a bit limited, given that everyone should wear their mask as much as possible rather than sipping tea. The one thing - which I mean as constructive criticism though - I think BA could improve is a little more exchange with their destination airports. The arrival sheets for Italy we were given on the flight were outdated and the ground staff in Heathrow in charge of the boarding procedure did not even know that swab tests were now mandatory for arrivals in Italy when I asked him whether he knew any details of what to expect in Venice. That's fine on the first day after (yet another) update, but this rule had been in place for 4 days on the day I travelled. Overall my experience with BA was very positive though and I am happy to spend a little more on my flight than I would with some cheaper airlines for the great customer service I received.",0.9792,Positive
575,Not Verified,"I booked flights to Rome from the US and then home through London to LAX in February of this year for the 1st of August. I booked through American Airlines, and then I paid for seat selection for 3 people through the BA website, paying US $951 in total. With the pandemic, it is now impossible for me and my group to travel to Italy and England on this trip as (1) we are not allowed to travel outside the US, (2) as Americans we are not allowed to travel to Italy or England, and (3) the US government has not processed one of the passport renewal we need to fly which was mailed in early February. I had to cancel all of our hotels, AirB&Bs, car and train reservations over the last week in order to qualify to obtain refunds and/or vouchers. I’ve tried to reach British Airways customer service a number of times, finally got through today after an hour on hold. I asked how to obtain a refund or voucher for the business class seat selection that I had paid for and was told that I will lose the money I paid, that there are no refunds or vouchers allowed, because I booked the trip through American Airlines and not through British Airways. My understanding is that BA and AA have a partnership that should make it relatively seamless to book and travel on either or both partners, though I was shocked at having to pay nearly $1000 just to reserve our seats in business class, but this is apparently not the case. I was told that if BA cancels the two flights that we are booked on that I might be able to get either a voucher or a refund. I was prepared today to accept a voucher that I could use when I rebook this trip for 2021, as I understand that BA (and all airlines) are suffering financially as much as I am, but I was not prepared to be totally ripped off by BA. I cannot wait until the first flight is supposed to fly, August 1st, to cancel this as I will lose the money and miles I paid American Airlines for this flight. I am at a loss as to what I can do to handle a situation that is totally out of my control and for which an airline partner that I valued traveling on is refusing to offer a voucher or a refund. I will never again do anything that gives revenue to British Airways.",-0.8934,Negative
578,Not Verified,"I booked my honeymoon flight from San Diego to Barcelona in September 2020. I have since needed to cancel this flight due to the pandemic and the uncertainty of travel, especially to other countries. I was able to change my flight at no cost, which is great. However, this is my honeymoon and I paid in advance for seats to ensure I sat next to my would be wife. This was more than $1,000 in additional cost. The response I received from British Airways is that it does not matter the reason, unless they cancel the flight, no refund or voucher is available. I then asked if I wanted to make sure I sat next to my would be wife, they expected me to pay again? The answer was yes. I'm very disappointed in the response from them during a global pandemic, where travel is not safe and we have no idea when it will be safe again.",-0.7893,Negative
586,Not Verified,"Do not accept a British Airways e-Voucher, go for a refund. I stupidly accepted 2 e-vouchers and they are a waste of time. They have no flexibility and despite the fact that BA has money and air miles belonging to me, I cannot redeem the voucher against a more expensive non air miles flight, only an air miles flight that they don't have available at the time and route I want. BA are trying every trick in the book to complicate, frustrate and make rebooking difficult and worse still, you can't redeem the cancelled flight voucher online, only by speaking to the call centre which means hanging on for an hour or so every time you try to 'phone them. I was a loyal Silver Card Executive Club member and still am, but after BA's approach, I will be avoiding them wherever possible in future.",-0.8059,Negative
590,Not Verified,"I booked a flight with them on 26 of March, but was unable to flight to the destination due to coronavirus restrictions. Since then I am trying to call them every day! I also filled out the form to request a refund but no reply in a week. Today I finally managed to spoke to the lady on the phone from their CS, but she just directed me to their website or she gave me another number. This number directed me to call again the first number I called already! After minutes of waiting again I spoke to another lady, she asked me for my reference and said she will transfer me to someone else, when she hang up on me!! Unbelievable!! So you can not even call them, and when you finally speak with someone no help at all! I never thought company like this have this poor customer service especially in situation like this with the corona virus.",-0.8731,Negative
593,Not Verified,"Very disappointed that BA are not making it straightforward to claim a refund on cancelled flights back due to covid-19, effectively holding onto my money illegally. Do what’s right and make it straightforward to do it online. A voucher is not sufficient. Or get more phone operators. The virus is stressful enough without you making to check your site for updates and a 2 hour wait on the phone. Very disappointed - I expect much better from you!",-0.7634,Negative
594,Not Verified,"I booked my flights to the UK in May 2019 and had to cancel our trip to the UK on March 12, 2020 .. 4 days prior to leaving because a travel ban was going to start on March 16, 2020 and because I am older and have pre-existing health conditions, my doctor asked me to postpone our trip. The British Airways customer care associates I talked with were great and caring and they were able to issue us travel credit for tickets that were non-refundable. Now the problem is, I need to rebook and use the travel credit by May 2020 for travel to the UK by May 2021 or lose all the credit from our trip. How can I make travel arrangements by May 2020 with the coronavirus out of control throughout the world and travel bans in place? I understand BA has policies in place, but I cannot understand how you can expect someone to make travel arrangements while the world is dealing with COVID-19. I feel this timeline is unfair to any consumer who has trust with their preferred airline, my preferred airline is still British Airways. British Airways needs to reevaluate their policies during a world crisis....and make adjustments as needed to be fair to consumers who trust them. Whether a consumer has purchased refundable or non-refundable tickets should not matter, because forcing a consumer to rebook while a world pandemic is happening and not adjusting your policies to the situation can change your loyal customers, remember, there are many other airlines out there to choose from. The coronavirus is something that no one has any control of. I guess the bottom line is I think British Airways needs to put some common sense to their policy. I want to rebook and travel, but I am hesitant to this at this time. Hopefully, May 2020 this pandemic is over for all of us.",0.9397,Positive
597,Not Verified,"London Gatwick to Funchal. British Airways are still forcing people to fly to Madeira when the Foreign Office has advised against anything other than essential travel. My wife and her friend were due to fly to Madeira on 17 March for a week's holiday when we found out that the FO had advised against travelling there. The Madeira government had ruled that new arrivals would spend 14 days in quarantine no matter how long their stay, that's a week longer than their proposed stay. Her friend contacted BA but was told they could not have a refund as the flight was still on! They offered a voucher. If this is an example of BAs customer service I am not surprised they are in trouble.",-0.3272,Negative
600,Not Verified,Diabolical that British Airways are still forcing people to fly to Madrid when other airlines have cancelled their flights and the Foreign Office have advised against anything other than essential travel. What a way to treat their customers. If that is how they are going to treat people it is hardly surprising they are in trouble.,0.3626,Positive
610,Not Verified,"Gatwick to Malaga. Nothing special, nowadays there's unfortunately not much difference between BA & Easyjet. Flight left Gatwick late & arrived in Malaga late. BA seats no longer recline. Food and drinks are expensive, their Cream Tea excludes tea. Lift your game BA, your product just continues to get worse.",-0.8384,Negative
616,Not Verified,"Rio de Janeiro to London . Economy - packed out seating, awful food, very narrow seats, uncomfortable, expensive add ons (seat choice, luggage), try to match Norwegian pricing on the Rio route, IFE was iffy. My back and legs have been terrible for 3 days (I paid £77 for an exit seat), the breakfast served was unfit for me, I took my own drinks and some food items. Long haul is getting the same as short. Come prepared!",-0.8103,Negative
628,Not Verified,"Cape Town to Johannesburg. The SLOW lounge at Cape Town continues to impress by the standard of service and the generous array of food and drink, including ingenious wine-dispensing machines. Boarding was quick and take-off was exactly on time. There was some turbulence but the captain kept passengers well informed. The Club meal was the usual offering with the hot options displayed on a tray. Arrival was 20 minutes ahead of schedule.",0.6956,Positive
639,Not Verified,"New York  to London Heathrow. Very good, staff very nice, comfortable seats, seat recline good enough, food a bit limited. I would recommend BA to others since they are a very good airline.",0.9505,Positive
640,Not Verified,"London to Los Angeles. Take off was delayed by 3 hrs (which we spent onboard) because of a dent to the door which needed inspection - sure maybe outside of their control. I was flying with my wife and two kids (2 & 4), sitting on bulkhead with 3 seats and using the baby bassinet facility. After take off we saw that the inflight entertainment service (for the whole section - not whole cabin) was not working. And we were sitting into an 11.5hr overnight flight with two little ones, meaning sleeping was not going to happen. We contacted the cabin crew who made zero accommodation. Sorry they said. During the flight the cabin crew stood in the galley behind the bulkhead talking loudly while the lights were dimmed, and kept slamming drawers as they moved things around. To cap it off, we landed at 10pm ET and they had left behind our baby car seat and stroller. We finally received them back 2 days later. Conclusion, never fly BA again.",0.4404,Positive
641,Not Verified,"British Airways (Comair) Johannesburg to Cape Town route is never less than fully subscribed, and on this occasion the equivalent of Club Europe stretched back 9 rows. Service followed the usual pattern of a drink (champagne included) and Comair’s idiosyncratic ‘four-course meal’, I.e. a tiny salad, a hot course that one could see before choosing, a minute iced cake and a minuscule cheese & biscuits. The hot meal is invariably scorched around the edges. Comair really need to move with the times to a more modern business class offering. Aside from the meal, the flight was typically efficient, with arrival slightly ahead of schedule.",0.4215,Positive
643,Not Verified,"London to Johannesburg. Departure was slightly delayed by 50 mph gusts, but once away  the flight was the usual comfortable experience on the upper deck. Seats 53J/K are some of the best as long as the galley is quiet. The dinner service was efficient and we were ready for sleep after a film. Cabin crew were pleasant and attentive. Toilets were kept clean throughout the flight. Arrival was 30 minutes behind time, but baggage collection and customs were mercifully quick, so we were in the SLOW lounge just 40 minutes after landing. Overall, a good flight.",0.9845,Positive
650,Not Verified,"Keflavik to London Heathrow. Cabin crew were amazing. Weather was terrifying as we drove to the airport so we knew things were going to be tough. Expecting a delay and seeing other European flights were cancelled we expected the same but then were surprised to see our flight boarding. Snow in blizzard conditions, we were surprised but got settled in our seats. Crew very friendly and a long story short after 3 hours on the ground waiting for the di-icing machine we finally made our way to take off. All the staff were so relaxed and calm with all passengers including those who had connecting flights they sat with each one and personally looked at their options the BA online app to help them. Non-alcoholic drinks and snacks were provided during this time. The first officer kept us informed all the time that is was not BA fault that the de-icing machine was delayed so much eventually procedures done we were ready for take-off. How the pilot and team managed this in these conditions I will never now but it was a smooth take off an when through the clouds a smooth journey all the way back to Heathrow. Cabin crew provided excellent service. Being business we were lucky to have champagne and our meals were excellent. Veg shepherds pie and chicken curry both lovely. So just want to thank you BA. We know you get a lot of negative reviews but this is to say we can't fault you. Particularly the crew who made a real effort to talk to all of us. Well done.",0.9945,Positive
651,Not Verified,"Fly economy and you’ll be paying more for an awful service. The London to Vancouver route uses old planes, the oldest inflight entertainment systems and my food was inedible.",-0.1189,Negative
654,Not Verified,"Los Angeles to London Heathrow. If I could give BA a zero stars I would. They have the worst customer service. I’ve flown many airlines around the world with my family, but surely we will never fly with British Airways again. They gave our seats away on the return flight and would not address this after purchasing expensive business class tickets 4.5 months in advance to ensure that our family flew 12 hour flight together. The flight to London didn’t have the best service, most toilets were out of service. The beds in business class are the most uncomfortable of all business class I’ve flown. The check-in process at Heathrow was disastrous. The most inefficient process with no human assistances. The limited ones available were all slammed with line of customers. I would highly suggest you refrain from using this carrier. I wish I would have done a bit of research prior to flying with them.",0.1804,Positive
661,Not Verified,I recently flew from Cape Town in South Africa via London to Brussels. It was our anniversary and we were treated to a glass of bubbly after take off. The staff were so friendly and I cannot even complain about the food served on board. Which I might add I seldom enjoy food served on flights.,0.5571,Positive
662,Not Verified,"Sydney to Toulouse via Singapore / London. Boeing 777 and IFE ancient, the comfort and service superb. Highlight on the TLS-LHR sector a (£5.50) celebratory treat with mince pie, christmas cake, brandy butter which combined with a G&T hit the spot. You could argue it should be free but I’m not complaining.  I do miss the BA quality of service, but compared to the ME airlines you’re still pretty good.",0.9517,Positive
670,Not Verified,Frankfurt to London with British Airways. Awful airline. Put me and my wife at opposite ends of the plane even though we booked together. Gave me middle seat even though many others were free. A childish airline which charges a premium and then goes out to make the journey difficult for you if you don't book biz class. Avoid.,-0.7717,Negative
673,Not Verified,Heathrow to Belfast. Great service in Belfast but absolutely shocking in T5 at Heathrow. Very rude check in staff when told we had to print out boarding passes and also for our suitcases. Totally disgusted. Cabin crew were lovely on the 12.40 flight to Belfast on 9th December.,-0.773,Negative
674,Not Verified,"London to Singapore. I was apprehensive about flying BA Club World after reading many negative reviews. I was however, surprised. Firstly, they are not on part with SQ or QR - but to be fair, I found them to be one of the most reasonably priced offerings. You get what you pay for. The seat while old, is perfectly comfortable with plenty of space. The window seats are best for privacy. I am tall and had no issues sleeping. In fact, I slept for almost 7 hours. The service and food out of London was top notch, fresh and plentiful, which is a welcome contrast to the tiny meals you receive on Qantas. Service was consistent, polite and very attentive. Drinks and water continually topped up. I was truly impressed The return flight's service was very average and quite sloppy but let’s focus on the positives!",0.9904,Positive
681,Not Verified,"London to Sydney via Singapore. Flight left on time cabin crew where fantastic. Meals were great. Leaving London we had a chicken stir fry and landing into Singapore at 18:00 we were served an English breakfast which I can eat any time of day but wife thought it was a bit odd. At Singapore, all passengers had to disembark the aircraft while it was refuelled and clean. When re-boarding you had to go through a security check at the gate. We were on the ground in Singapore for 1hour 30min. 2nd leg to Sydney was great also food and drink service was great again. 23 hours long haul flight was comfortable. We had exit row seating for entire flight which I recommend to anyone over 6ft tall.",0.9827,Positive
