,review,Sentiment_Score,Sentiment_Label
2740,"Las Vegas to London Heathrow with British Airways. What we were expecting and what we got are two separate things.  We boarded the aircraft on time, and were greeted at the doorway, but once inside, the cabin crew were more interested in themselves and chatting - no help anywhere! We settled into our seats, which were narrow and very cramped, and the heat in the cabin was very uncomfortable to the point that the majority of the passengers were fanning themselves down with safety cards. The service commenced once the flight was underway and free drinks were offered, and if you fancied a beer the only choice was lager or lite lager. The meal commenced shortly after and my wife had ordered a lactose free meal which she was given - or so she thought until she looked closely and everything contained dairy products. This was changed when it was brought to the attention the of the crew, and looking back I think she would have been better with the wrong choice that was given, and suffered the consequences as it looked unappetising, bland and who knows what it was. No vegetables, no meat. The rest of the meals were served (or should I say thrown at us) offering pasta or chicken. The attitude from the cabin crew was very poor and some were rude and arrogant. For the majority of the flight the cabin crew were invisible. One  of the screens in the seatback wasn't working so this was rectified 30 minutes after the cabin crew being told - why aren't these things checked prior to boarding? The space you get in economy is abysmal, the person in front of me put his seat back and was nearly lying on me, the leg room is shocking and the seats uncomfortable. My son couldn't eat his meal until the person in front put the seat up as he couldn't see it. The cabin crew should make an announcement when meals are served for passengers to upright the seats out of courtesy to the people behind or tell people when they're serving meals - no they don't, as it would be too much of an effort for them. The only good thing about the flight was arriving early so we could get off it. Would we fly British Airways again - on this experience no, you would have more room in a tin of sardines! British Airways need to get their finger out and start offering a quality service to everybody on the flight - not just the passengers in the posh seats, and maybe send some of the staff on a customer care course.",-0.9414,Negative
2465,"Las Vegas to London with British Airways was awful. We were in first class, travelling with 2 young children and wanted to put them to bed on this long flight, and we had booked a row of 4 seats so we could sleep one child one adult. We check in at first class which was delayed, as they are busy and have moved some economy passengers to the first class line to speed up things. Then we are told one of our seats has been moved, the staff are unsure as to why and will rectify this immediately and bring my boarding pass to the lounge. An hour later I go to the check in desk as nobody from BA has been bothered to come - I am then told, actually your seat is broken nothing we can do, and its now my problem. This seat is in the middle, therefore it means either one child alone on the otherside of the cabin or the 2 children together behind me and my husband alone the other side of the cabin. No other options and British Airways are not prepared to ask anyone to swap seats so we can sit 2 together on different rows. We kept the children together behind me, obviously meaning I could not sleep the whole flight and my husband was alone. Then the lamp on my childs seat malfunctioned and was on full beam the whole night flight keeping one of them awake - the attendents were unable to override the light - seriously. They did offer to seat my child at the front of the cabin in a different seat, alone surrounded by strangers or to move me to the front which would have left my children completely alone. On out outward flight from London to Vegas one of our seats also malfunctioned and the tv etc went down for the entire journey - nothing the cabin staff could do then either. Apparently they are old planes! We are still waiting for a response from British Airways.",-0.9746,Negative
3684,Las Vegas-LGW 777 3 class. Business. The unique forward facing/rear facing seat configuration fits in more seats than other leading airlines. Try to get a window/aisle seat if you are travelling as a couple but you will be lucky unless you are prepared to pay £60 to choose your seat. Otherwise you will be allocated a seat 24 hours before the flight and there are limited choices to change your seat allocation on a busy flight. In the middle 4 seats you will be either facing someone during service take off and landing or sat next to someone with a small partition between you. In all seats the foot rest is part of the bed and blocks access so you will either have to step over or be stepped over to leave your seat. The seats were comfortable in all positions. Dinner was average but less elegant than meals on other leading airlines. Breakfast was a disaster; hardly any of the choices on the menu were available but no explanation or apology were offered which was typical of the functional unsmiling flight attendants. We got a good price in a BA sale but the overall experience was disappointing.,0.0027,Positive
2451,"Late evening departure on BA28 from Hong Kong to Heathrow, plane fully booked (pre-Christmas season) in all classes. My seat was 2K, the senior male purser presented himself and addressed me with my Christian name - I did not object, had the impression that this is part of a nice intimate atmosphere. During the flight I found out that the majority of the 14 pax in First class preferred a more formal approach and were addressed with their family names. The purser offered the champagne welcome drink and I gladly accepted, and soon my face turned pale : the champagne was almost as warm as a cup of tea. His apology came prompt, but too late. They simply had no cool drinks on board and needed about an hour - or 30 minutes after takeoff - to have the respective drinks at the right temperature level. British Airways did not control this service process properly. Maybe nobody was in charge, maybe it was simply forgotten. The plane had arrived in Hong Kong about 5 hours earlier, so there was enough time to take care of the quality of beverages. The remaining flight was ok - cordial hosts in the predominantly male service team, food not sensational, but it was after midnight, so no complaints in this respect. Seat was fine, had a nice sleep during the 12.5 hour flight, breakfast options okay, arrival ahead of schedule. So is there a reason to complain and to give rather low marks? Yes, we are talking about first class in a leading European airline. The product has to be perfect, that's part of the game in first. Serious irregularities result in harsh reaction of the customer. For me this means that it was most probably my last long distance flight on BA. No marks on inflight entertainment because I chose the sleep option.",0.971,Positive
2610,"Late friday night flight out of Heathrow. Late takeoff due to traffic, but flight was smooth and landed right on schedule. Cabin staff were excellent, extremely friendly and competent. Food service was fast and with good quality. Would definitely recommend it for short haul flights, although price was much higher compared to other carriers.",0.9771,Positive
2847,"Let me just start off by saying that I'm an educator, and I have the patience of a saint. This being said, after my first flight with BA when my luggage stayed in Tampa and didn't make it to the UK until four days after I'd arrived, I stayed fairly calm. Mistakes are made. My flight had been canceled (which seems like commonplace at BA), and was re-booked after only three hours on the phone. When I ventured to take my trip home, I was notified via text message that my flight had been canceled yet again. After speaking to a calm man about my horrible experience thus far, he informed me of a customer care number that I could call and complain about my flight. Let's remember I'm a teacher, and I also payed $1,800 for this trip. That's an entire months pay just so we all know. I'm meant to leave tomorrow and still have not received confirmation via email. I cannot reach BA via telephone. I've not been given proper accommodations to resolve my dissatisfaction with BA. Needless to say I will never fly BA again.",-0.0449,Negative
2601,"Lisbon to London on 2nd November was like many other flights affected by the thick fog which forced cancellation and delays of so many flights into Heathrow. The plane was boarded at normal departure time, just in case this flight got a slot into Heathrow, and kept informed of developments by the flight deck. Since at one point it appeared likely our slot might not open up till 16.00 (scheduled at 10.20) the food and drink service was started, and cabin crew did a great job keeping a congenial atmosphere in the cabin whilst doing this. Eventually we did get a slot at 14.00 and got into Heathrow round 16.30. It was quite stressful for those passengers who had connections to make (I did make my connection that afternoon to Washington), but the stress was reduced by continuous up-to-the-minute information from the flight deck and service from cabin crew.",-0.6119,Negative
3608,London (LHR) to Houston (IAH) to London (LHR). T5 in Heathrow is crazy We been up and down the lifts and get train to other gates. We got boarding first then people comes in the plane. When the plane was ready to take off then 1 hour later food ready to give out to other people then nothing until 1 hour before we land. The seat was uncomfortable old and tired. The Cabin Crew were so miserable.,-0.7915,Negative
3572,London - BKK Premium economy 19/6/14. I always travel EVA Air business but this time I had to get into BKK early having been told by many that BA Business is at best rubbish I decided to save some cash and go P/Economy seat no: 14A remarks on flight seating at best ok service seemed tired but the real downer was the food the plane was nowhere near full but by the time they got to me most of the food had gone and I was left with some sort of pasta dish - totally inedible. I must admit I didn't put anything near my mouth just pressed one of the pasta flutes - cold dry and hard. I was given a pat of butter type stuff alas nothing to spread it on bread wise maybe it was put there to grease the runners on the seat. Drinks G&T were served once choice of coffee or tea with second course at least I did get first pick had tea a very hard type of cake thing egg sausage mushroom was the so called dish - again poor. The only redeeming factors were I didn't go business class as the seats dated back to the eighties in a 2/4/2 configuration unlike EVA 1/2/1 lie flat and we arrived 20 minutes early.,0.9152,Positive
3275,London City to Florence. LCY is a great stress free airport. On time flight great crew and a really good economy service. We expected the usual BA biscuit or snack but were served a tasty couscous and chicken salad with dessert with plenty of drinks. BA offers a good product from LCY.,0.8942,Positive
2496,"London City to Geneva, on holiday with parents, and treated with courtesy. My mom asked her tea to get cleaned up, FA asked her if the tea is too strong. Simple treatment but rarely found in airlines in Europe or America. Short 1hr 20m flight but full breakfast was served to economy class passengers. Satisfactory and recommended.",0.8481,Positive
2712,"London City to Granada. I've flown with BA a lot over the years, most recently in Business and First and have, until recently, always had a favourable opinion of them. I recently used Avios to take a short break to Granada with my brother. My normal choice for such a short flight would have been economy because I don't believe the extra cost (whether this be actual money or Avios) justifies the perceived benefits. Regrettably, no economy reward seats were available so I opted for Club Europe. The only real benefit on this particular route was the increased baggage allowance, although this was of no real use for a 3 to 4 day trip! So what did we get for our 'business' flights no lounge at City Airport, no fast track at City Airport, a 'holding pen' prior to boarding with everyone standing around in a small room and no priority boarding. Seats in Club Europe are identical to those in Economy. The breakfast going out was terrible (burnt food along with dried out toast and croissant). The lunch (if you can call it that) coming back was also terrible - a cold salad dish with dried out rolls accompanied by vinegary wine. No lounge at Granada, No fast track at Granada, coupled with a single check-in desk most of the time and long queues I complained to BA about this - the initial response was that Club Europe left the middle seat free to allow more room. Whoever responded obviously didn't even think to check the aircraft, as there is no middle seat on the Embraer - it's a 2x2 configuration for the whole aircraft. After some considerable persistence on my part, a partial refund of 5,000 Avios each was provided by British Airways. I recently had the choice of flying Club World to Hawaii (BA to LAX and then AA to HNL) but given the fact that British Airways Club World can be quite claustrophobic, ultimately decided to try out Qatar Airways new business class to Thailand (via Doha) - by all accounts their business class is comparable to British Airways first class. I shall review this some time next year!",-0.7214,Negative
2257,"London City to Isle of Man on BA Cityflyer operated by Eastern Airways Saab 2000 aircraft under codeshare agreement. Checked in on line and got the boarding card sent to my BA app. When it came to boarding there were only 14 of us booked on the flight so it required some tinkering by the ground staff to enable the aircraft balance and as a result 10 of the 14 passengers got given new seats - fortunately, I got to keep 11A. Flight time was 55 mins in which I was, unexpectedly, served a full cooked breakfast. The female member of cabin crew was very efficient.",0.7425,Positive
2065,"London City to Malaga return. Things started badly when my 2 year old son was out on a separate booking reference. The call centre in India refused to help fix it, saying I couldn't manage his booking because it wasn't in my name! Then we had a three hour delay at LCY - something to do with them miscalculating the weight allowance. During that time BA didn't give us any food or drink, and gave us no updates as to what was happening. We landed just under three hours late, so couldn't get compensation. Return journey at Malaga, another one hour delay. After we got back tried to collect Avios points on website, but kept getting 'system error'. Then tried calling BA customer relations, and after going through the menu system was told that ""due to disruption your call cannot be answered"".  That's the last time I fly this terrible, uncaring airline.  The only upside is that London City is a great airport on a weekend!",-0.7796,Negative
2431,"London City to New York JFK return. This is a totally different experience. There is no conventional lounge, but there is a 'pop up' with copious champagne but little food. Boarding and take off lasts all of 10 minutes so no time for more champagne. The crew then come around with canapés before the refuelling stop in Ireland. In the morning you clear US customs here, in the evening it is just a bore. The seats are wide and fully flat but very little privacy between each of a pair. IFE is on tablets which are a bit limited in choice and have no moving map. The food was not even usual BA standard and was lukewarm. With 3 crew for only 38 passengers, service was excellent. All in all, difficult to recommend over standard BA service unless it is a very good price or getting to London City is easy.",0.8844,Positive
2706,"London City to New York JFK via Shannon with British Airways. I arrived early for the 09.45 departure, and despite being very busy, got through to the gate lounge within 15mins. Very personal service before take off and this carried on for the flight. A quick stop in Shannon to go through immigration then back onboard for great wine and food, including one of the best pasta dishes I have had on a plane. Arrived on time and bags waiting when we got to the carousel.",0.7964,Positive
3699,London City-New York JFK via Shannon on A318 but had really nice seats and professional crew. Meal served was very tasty and fresh. Overall a very good flight would use this airline again.,0.9148,Positive
3073,London Gatwick (LGW) to Lanzarote (ACE). We haven't flown BA for sometime and to be honest we have no desire to fly with BA again anytime soon. The plane was an Airbus 320 and was just like a bus. Uncomfortable hard very upright seats not even sure you can recline them. We sat in row 11 and on both outward and inbound flights the cabin temperature was far to hot and stuffy although it seemed to be an issue in just 4 rows as the front and back of the plane was much cooler. We both came off the return flight with bad headaches. The food was simply awful thank goodness we ate a proper breakfast before boarding as the minuscule roll and wrap was hardly enough to feed a child and on that topic the food was not suitable for a young toddler and there was no child option. The service was ok nothing to complain about very matter of fact and despite the previous comments the plane was clean etc. We flew the same route in October last year with a UK holiday airline and that was all round far more superior.,0.9008,Positive
3302,London Gatwick - Barbados in premium economy. Saturday during half term. Gatwick airport very busy. Check-in in business class counter and fast track very efficient with minimal waiting. BA lounge overcrowded but good breakfast options and plenty of champagne. Priority boarding efficient. Seat comfortable with lots of space and sufficient recline for a day flight. Food from club world menu very tasty (fillet steak) child's meal very good. Plenty of drinks rounds during the flight and staff very pleasant polite and helpful. Entertaining system ok with reasonably good choice of films. Flight one hour late which meant no queues in Barbados. Overall a very good flight with an incredibly good value for money (tickets were purchased during the BA sale). Thoroughly recommended.,0.9946,Positive
2289,"London Gatwick to Amsterdam. I was bumped off this British Airways flight as a result of a change of plane, to an A319 I gather. The process was not well handled, and it appeared that some staff and/or standby passengers were given priority, although others also missed out I understand. The main issues were lack of clarity at the airport as to what the issue was, last-minute confirmation of offloading (which left us short of time to take another flight), a poor process for transferring airports (I had to bus from Gatwick to Heathrow), and poor follow-up when I queried matters afterwards. BA refused to state whether staff or standby passengers had been prioritised, repeatedly citing privacy. I checked with a friend who's a UK privacy legal specialist, and this applies to individuals but not to categories such as staff or standby, so it appears to be a refusal by BA to respond. I also raised the transfer with BA, as this involved further queueing to turn a voucher into a ticket, which meant I missed a transfer bus. Better to issue a ticket, or a voucher that can be used on any service that day, with BA to arrange it so with the bus company. On the positive side, I was compensated per the rules, and did make a BA flight later that day, which was OK. Nonetheless, this could have been handled much more smoothly, and I'm afraid British Airways customer service on the ground and in follow-up let them down.",0.8291,Positive
2005,"London Gatwick to Barbados return. British Airways is a terrible airline and I will never use it again. Paid extra for premium economy and another £192 to make sure we could sit together, which I have never had to do with airlines on long haul. We were told there may be a small charge when we booked the holiday. The plane was very dated and dirty the floor was dirty, my tray was covered in coffee stains. On the outward flight, one footrest would not stay up, and inward the foot rest and leg support would not work. The crew gave us a champagne welcome then vanished until the food came, tough if you would have liked another drink. It seemed the crew were very tired or just fed up serving people, I suggest they change jobs.",0.148,Positive
3545,London Gatwick to Bari. Bag drop very slow and couldn't print luggage tag. Plane an old 737 but very well preserved clean and very tidy. Cabin crew very nice. As always the pilot explained the real reason for the one hour delay. Why do ground crew always say 'due to late arrival of incoming aircraft'? Sandwich lunch very nice and good drink selection. Once onboard a very good experience.,0.9694,Positive
3566,London Gatwick to Bridgetown on Avios companion ticket. Flight left and arrived on time. Surprisingly good choice and quality of food and wine. Entertainment system somewhat limited in choice. Cabin crew were pretty poor. Generally slow particularly in responding to the call button.,0.7501,Positive
2589,"London Gatwick to Cancun, and I was disappointed. British Airways economy class is incredibly standard in comparison to Singapore Airlines or even Virgin Atlantic. Entertainment was not particularly varied, food was shocking, plus the staff were abrupt and snappy. I do not fly often so sometimes I might ask questions that seem pretty obvious, but I shouldn't be shamed for that. Not flying with British Airways again, that's for sure.",0.7867,Positive
2242,"London Gatwick to Lima with British Airways. This is a recently introduced non-stop route - offers a reasonable price for Club Class until you add the seat reservation charge which added a further £68 to each seat each way to the overall charge. We sat on the tarmac for 2.5 hours at Gatwick while we waited for someone senior to sign off the repairs / fault. On the return journey the flight took off 1 hour late - no explanation and then when we arrived at Gatwick we stood for 1 hour for our luggage to appear while other flights around us arriving later collected theirs. There was little advantage if any to using BA on this route and we could have gone the existing routes through Madrid with little more hassle. The flight was comfortable, the staff pleasant and the food mediocre.",0.5279,Positive
3161,London Gatwick to Mauritius 27th December return 7th January. 777 Aircraft economy class. I never travel economy class so it was a bit of an eye opener particularly on a 12 hour flight. The seats are far too close together and quite uncomfortable. In the middle seat the drop down tray was broken. When the passenger in front put his seat back I couldn't use the tray and when I asked the stewardess to ask him to put it forward a bit she just shrugged and said nothing. Poor unfriendly service and absolute rubbish food. BA are miles behind the Far and Middle East airlines and still charging more. I have no idea why people use them.,-0.7102,Negative
2089,"London Gatwick to New York JFK with British Airways. Check in at LGW is a complicated, slow process but once through security things get better. I dislike their business class seat layout. Old aircraft, very worn out seats with little or no padding but the excellent cabin crew made up for all of this. They were going out of their way to serve, to make sure every passenger was comfortable, well fed and plenty of drinks. Food was good. Flight on time, but arrival at JFK is chaotic, long immigration lines, etc.",0.9271,Positive
3583,London Gatwick to Orlando. No surprises to guess that as our original flight to Tampa was cancelled this is not a good review. Due to a technical problem with our plane our flight was cancelled. After finding out from other passengers in the terminal that our flight was cancelled we were marched back through the airport to queue for our luggage to queue to go back through immigration to queue for our details to be entered onto the BA system for an unexplained reason. What an insult to have to stand in line 3 times for over 3 hours. No extra staff no positive explanations no apologies no customer service only a lie of a promise of a special flight the following day to our original destination (which did not happen) and some inadequate vouchers for food and drinks. After accepting that our flight was cancelled and then accepting the fact we would be travelling the following day BA then just drop an email to all passengers to advise them what arrangements had really been made. Our first arrangement was a flight 24 hours after our original departure time from Heathrow to Charlotte to Tampa. We did not book our direct flight by accident why on earth we would we accept a flight with a stop over. I declined this arrangement for a flight instead to Orlando. A longer busier flight a bigger busier more time consuming airport a 3 hour drive from our holiday destination. We arrived 32 hours later than our original arrival time and therefore lost a day and a half of our holiday. To add further insult on our return flight the extra leg room seats we paid £100 for not allocated to us! Uncomfortable claustrophobic seating cheap microwave style food cheap wine unacceptable and a waste of money.,-0.9423,Negative
3310,London Gatwick to Tampa and return BA2167 and 2166. Outbound flight departure was delayed for over an hour due to 'technical problems'. 90 minutes late arriving. In flight service to economy poor very few drinks people having to go to the galley to get water or juice. Special meal on return awful and inedible. We ordered the same but got a different dish. Didn't eat it. Return flight delayed over an hour due to sick passenger which necessitated return to stand and passenger/ bag offload. Entertainment system unreliable screen cutting out. Check in staff in Tampa told us we had no seats despite having printed boarding passes! Turned out her computer was on the wrong day! They were good overall and lenient on baggage weight.,-0.8193,Negative
2020,"London Gatwick to Valencia with British Airways. Boarding the flight at Gatwick was good, professional and orderly. Ground staff at the airport were lovely and check in was efficent. Onboard we got out of the gate and under way quickly. Seats were fine, plenty of leg room back in economy, although they seemed to be a little dirty when I sat down but I thought nothing more of it. During the flight the cabin crew were professional doing their duties. All friendly and welcoming. Food wise we only got complementary biscuits - a little bit of a let down - but on a short flight like this totally understandable. Drinks were fine, got the normal selection: Coke, coffee, juices etc. On the return flight it was slightly different. They seemed to have less in stock not only in the food department but also the inflight shop. Disappointed in this as what I wanted to buy wasnt avaliable.But on this return flight the positives outweigh the negatives. Flight crew again amazing. All kind and welcoming like the first flight. Overall the flights were nice. Well worth the money. Definitely would fly with them again on short haul flights through europe.",0.9944,Positive
2628,"London Heathrow to Amsterdam, check in on line and bag drop quick and easy, used Galleries North Lounge at T5. It was fairly busy but able to find a seat. Boarding the full flight orderly and quick seat 2A. Cabin crew fine, a simple meal served on the 50 min flight. Arrival more or less on time, however the bags seemed to take forever - 50 min. Having used the same route 2 weeks previously in economy, I must say for the difference in fare I feel British Airways have really missed a trick! Seats are just the same, the meal nothing special added to the change in the Executive club Avious accrual. I really think apart from the one business class I've already booked, I won't bother in future with British Airways Club Europe. Instead I'll look for the most convenient and cheapest ticket when flying in Europe.",-0.4556,Negative
2392,"London Heathrow to Amsterdam. Full load, flight 30 mins delay, economy pax carry on lugagage squashed in club cabin overhead bins and upsetting a lot of club pax. Purser did not care. No flight tracking system on this new looking aircraft. Seating in club cabin is more like Easyjet nowadays. Very cramped. No reason to fly British Airways club in the future and they have lost my business until aircraft configuration and service improve.",-0.2165,Negative
2325,"London Heathrow to Athens on BA642 (2/4/16) and returned on BA643 (9/4/16). We decided to take a break from the low cost airlines and fly British Airways to Athens as we had found very cheap flights (£50 per person per way) and good flying times. As someone travelling with us is registered blind we could reserve seats before others on both flights with ease, priority boarding was given as well. Online check in was smooth and boarding passes on the outbound were printed off. On our flight out to Athens we were given a choice of a hot or cold meal. As I had something to eat before; I passed, but this was great given that some people would have been transiting quickly and wouldn't have time to eat at the terminal. The night flight on the way back was also good as meals (one hot option only) were offered with free drinks and pillows were available. Flight attendants were professional on both flights. Both flights landed early (one 35mins early!). If there is anything I could ask BA to improve on is allowing one desk open at Athens for all flights of the day for anyone that arrives early and just wants to print off boarding passes or offer self service kiosks at other airports outside of London. In conclusion British Airways are better than easyjet or Ryanair and if there is only a little price difference I would recommend travelling with them.",0.9818,Positive
2481,"London Heathrow to Barcelona, and for some reason British Airways continue to run this Barcelona service from the dated Terminal 3 at Heathrow, rather than new T5. That apart, this service was fine. Boarding was quick and efficient. Seats in Economy are now pretty similar to those on low cost airlines. But this handluggage only ticket cost no more than one with Ryanair from Stansted would have. Food and drink was the now standard minimalist option on most European flights these days. Just one question - why, when this is the British national flag-carrier, does the drinks trolley not stock some British beer, rather than identikit continental fizzy lagers? Departure and arrival in BCN was on schedule, and exiting the airport a breeze.",0.0129,Positive
2076,"London Heathrow to Bergen. Took off and landed on time. Sandwich on the outbound flight was good with plenty of drinks on this short flight. Return flight crisps offered again with plenty of drinks, a full flight. Seats hard but okay. Service good on both flights. Tickets expensive £330 for two but got it down to £150 with avios points. I only booked a week before flight.",0.7876,Positive
2701,"London Heathrow to Bologna return in British Airways Club Europe. Very disappointing. The seats are basically the same as economy seats, they just don't sit someone in the middle seat, so no meaningful increase in legroom or width. Food was very average on the way out (salad with very dry prawns, pretty tasteless) but nice on the way back (tagliatelle). Staff were on the whole were good, but given the seats I wouldn't recommend spending the extra money for Club Europe.",0.7585,Positive
2541,"London Heathrow to Brisbane via Singapore return with British Airways. Overall it was not a great experience. We upgraded to premium economy on the way back expecting better leg room but I hardly noticed a difference! The plane looks old and the food was shocking! They advertise that there are great chefs picking the meals but the breakfast consisted of what I presume was a sausage and some type of scrambled egg, it was not nice. The flight did not take off for an hour because the entertainment system was faulty. The entertainment was ok, however the music could do with updating. The staff were friendly and it was easy checking in.",0.7002,Positive
2023,"London Heathrow to Bucharest with British Airways. To fly to disappoint. After my arrival in Heathrow T5 the check-in area for Club Europe was clearly marked and separated for the rest of the check-in lounge and a host was guiding you to the check-in line. After saying hello to the host making my way to the check-in line I was stop with an unpleasant “Excuse me, this is business class”. Like a naughty school boy I returned to the lady and show her my boarding pass which allowed me to access the “exclusive area”. Check-in was smooth and I was airside in under 20 minutes. Enough time for some duty-free shopping in an airport already decorated for Christmas. Being a little bit hungry I was looking for the “light meals or snacks especially prepared for you” and “drink from our World Wine bar” as BA promised again on their website. The only  I made was some sad sandwiches and after checking 4 empty bottles on display I found some warm French white wine. Therefore, I decided to cut my time spent in the “comfortable private lounge” and treat myself with some Costa coffee and some nice tasty sushi in the terminal. Waiting for the promised menu which “features irresistible meal options crafted to perfectly match the time and duration of your flight”. Couple months ago a tasty plate with canapés was offered to passengers in Club Europe. In the London-Bucharest flight I was offered the eternal option “beef or fish” with, indeed, a nice polite smile from the Purser. The tray looked like an Economy tray on a Tarom or KLM flight to Bucharest. No salad, an overlapping end-of meal option of cheese and lemon merengue and a fish which was the blandest food I ever had onboard. When I was still looking for my “very British experience” the tray was taken away. Coffee and a second round of drinks were served shortly after the main meal service was finished. I couldn’t stop wondering where that smooth, stylish service from my last flight went. Of course, the crew was polite and nice as much as they can, shaping their enthusiasm according the product offered to passengers. And another odd element: no other drink service; you needed to ask for another drink as the crew was busy to stop the Club Europe toilet in the front from leaking and flooding the entire front galley.",0.9299,Positive
2438,"London Heathrow to Cape Town and the British Airways bag drop and ground staff service was great. Onboard, the evening meal was fine, but the inflight entertainment choices are very poor. Films, TV and music choices are limited. Cabin crew were courteous and served one drink and then dinner - but no more service after that. Overnight no water was offered, we had to keep getting up to go and ask, and then only got small measures not bottles. Breakfast choice was fair but the food was awful! Luke warm gunge, cheap cereal, tepid tea - truly not worth bothering with. I believe this is usual as my brother had similar experience a month ago flying business class from Mexico. I will think twice about booking British Airways again if I have a choice.",0.6404,Positive
1950,"London Heathrow to Cape Town with British Airways. Paid extra to book 2 particular seats. Both were broken. I had to sit upright for 11+hours and my husband had to sit partially reclined to eat his meals. I had veggie meal which was served half hour before everyone else - no drink until everyone else served. Choice of meal for husband was chicken curry or chicken curry. He doesn't like curry so it was whispered to him that he could have a veggie meal. Same at breakfast - served half hour early so had to eat alone. When other breakfasts came out, guess what no meat. On complaining to BA Customer Services, told could choose another meal if we had gone on line and paid extra. Been offered the insulting and derisory compensation of £20 off our next flight (as if there will be a next flight) - not even offered a refund of payment we made for booking broken seat. Both airline and customer service disgraceful.",-0.9494,Negative
2110,"London Heathrow to Cape Town. Check in at Heathrow T3 very efficient. Used my card to access the BA Lounge at T3 which is pretty average, although enjoyed a good supper with very good claret so did not need to eat on plane. Boarding a bit of a mess at remote gate 35 where both the PA and aircon were not working, but nonetheless everyone seemed to be seated before the inevitable missing passenger/bag offload, which caused a 30min push back delay. Service seemed efficient on board (although I did not eat dinner) and we had a friendly young crew member on our aisle. Managed to get some rest and with enjoyed breakfast before landing at CPT, 30 mins late. All in all, reasonable value for money. The usual hopeless British Airways IFE which needs constant re-sets and is from the age of the ark.",0.9285,Positive
2705,"London Heathrow to Copenhagen with British Airways, and I was surprised by the service. Customer service was poor, particularly on my outward trip. Some of the cabin crew seemed disinterested and did not even greet you as you came onboard - they continued to talk amongst themselves and ignore customers. The seats were uncomfortable, and the little lunch they provided was atrocious.",-0.8054,Negative
2414,"London Heathrow to Dubai and I feel sorry for British Airways. I have just flown one of my last ever flights with them as they have fallen into the depths of being second rate against far superior competition. The lounges at T5 Heathrow should be great, but we arrived last night at 6pm to find almost all the food offer finished, so it's soup or a jacket potato and beans then! So much nicer to spend £20 and buy a decent meal from one of the many eateries in T5 instead. Then onto the plane which was tired. As usual, bits of all 4 of our seats were broken. My wife's tv. My sound only worked in the left ear. A really dirty blanket (and no spares at all). Very late food service. But to be fair, and for a change, the stewardesses weren't their usual BA indifferent style but fairly good and certainly polite. But this is business class, and it certainly doesnt feel like it any more. I try to support British jobs, but Emirates is cheaper and better.",0.8519,Positive
2751,"London Heathrow to Dubai in British Airways First Class. The trip got off to a good start with the Concorde lounge at Terminal 5. Very comfortable and private, however showing signs of wear and tear. Needs a bit of a refurb. Boarding was announced and we promptly left, however only just made it to the gate. (Very odd, but I am no fan of the trains to the strange satellite terminals for boarding.) The plane was a very old refurbished Boeing 747-400. Quite why BA hangs on to these gas guzzlers is a mystery. I estimate the plane, over its life so far, has done about 90 million miles (enough to get to the moon). Much criticism has been said about cramming so many First suites into the nose of the plane, and I can say that is fully justified. It was a day flight so not worried about sleeping, but if it were a night flight as a tall (but not overweight) man I would struggle to get comfortable. It’s like a coffin and storage space for personal effects not worth a light. A cabin crew told me they will hang on to the newer Boeing 747-400s for another 5-10 years. If so, this is truly unbelievable. Given the Emirates competition on this route, their fantastic suites and they always serve caviar, one does wonder if the sales and marketing people at British Airways have a clue how to entice customers to the overall experience. There is so much criticism of British Airways on this site, one wonders why they don’t listen. It can only be perceived as arrogance. Food was fine. Very nice mezza, nice soup and spicy Middle Eastern style chicken; not bad at all. Champagne very basic and Krug has long vanished from British Airways routes. Cabin crew were terrific – faultless. Travelling a Boeing 777 on the way back. Hopefully a better seat.",0.9923,Positive
3061,London Heathrow to Dubai return. This is a fairly regular trip for leisure purposes. Bought a PE ticket and used Avios to upgrade as is my usual habit. Prefer overnight flights but these recent ones were daylight. To be honest I only really choose Biz for the space and flatbed. I do always find the food to be good though. It was a 747 going and a 777 coming back. I find the BA service to only be average and functional. I was 'missed' for several things and gave up trying to find anyone for a cup of tea. Other airlines give a better service and provide a better product but so long as I upgrade with points and I can get a window seat I shall stick with it.,0.9517,Positive
2117,"London Heathrow to Dublin. On time departure and on time arrival. Good flight and good service. However, there are more cutbacks, no cooked breakfast on 06.45 departure, ham and cheese crosissant instead. The coffee cups have shrunk. I managed to get another coffee from the Galley, and some biscuits. Still recommend BA.",0.7024,Positive
2554,"London Heathrow to Edinburgh return, checked in on line with only hand luggage, used the app to download the boarding pass so through security and to the BA Galleries North Lounge which was packed but had a good spread of breakfast. Boarding from Gate A8 onto a Boeing 767 which appeared pretty old and not very clean, but fine for a 1hr 20min flight. A hot breakfast served which was nice, the flight was only half full. Return the BA app refused to work so checked in at the airport, quick security quick and had time in the Galleries lounge. A newish A320, seat 2F which was fine with the aircraft an all economy layout. During the 1hr flight served a coffee and snack. Service pretty good, and I guess there is no other option these days apart from BA.",0.9745,Positive
1953,"London Heathrow to Hong Kong with British Airways on theirn A380. I have had more legroom / seatspace on a 2 hour holiday charter flight to Spain. Don't know why I had to endure such a cramped position for 12 hrs. Then to top it all, i'm sorry sir we havent got any breakfast left. Not a happy chappie. Return journey same cramped conditions. For a long haul flight I would not recommend BA.",-0.2283,Negative
