num_passengers,purchase_lead,length_of_stay,flight_hour,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,flight_day_num,sales_channel_encoded,trip_type_encoded,route_encoded,booking_origin_encoded
2,143,4,13,1,0,0,6.33,0,7,0,0,0.00454,0.09118
1,94,4,9,1,0,0,6.33,0,4,0,0,0.00454,0.09118
2,135,4,5,1,0,0,6.33,0,5,0,0,0.00454,0.09118
2,388,4,7,0,0,0,6.33,0,7,1,0,0.00454,0.09118
1,20,4,3,1,0,0,6.33,0,1,1,0,0.00454,0.09118
1,127,4,10,0,0,0,6.33,0,2,0,0,0.00454,0.09118
2,175,4,0,1,1,1,6.33,0,3,0,0,0.00454,0.09118
1,53,4,12,0,0,0,6.33,0,6,0,0,0.00454,0.00912
1,25,4,8,0,0,0,6.33,0,6,0,0,0.00454,0.09118
2,77,4,14,0,0,0,6.33,0,1,0,0,0.00454,0.09118
2,237,4,15,0,1,0,6.33,0,4,0,0,0.00454,0.09118
2,53,4,3,1,0,0,6.33,0,3,0,0,0.00454,0.09118
3,140,4,13,1,0,1,6.33,0,5,0,0,0.00454,0.09118
4,66,4,1,0,0,1,6.33,0,4,0,0,0.00454,0.09118
2,155,4,23,1,0,0,6.33,0,4,0,0,0.00454,0.09118
1,29,4,2,0,1,1,6.33,0,4,1,0,0.00454,0.09118
2,81,4,16,0,0,0,6.33,0,1,0,0,0.00454,0.09118
1,42,4,1,1,1,1,6.33,0,5,0,0,0.00454,0.09118
2,95,4,1,0,0,0,6.33,0,3,1,0,0.00454,0.09118
1,127,4,6,1,0,1,6.33,0,4,1,0,0.00454,0.09118
2,97,4,2,1,0,1,6.33,0,4,0,0,0.00454,0.09118
4,112,4,1,1,1,1,6.33,0,5,0,0,0.00454,0.09118
2,29,4,22,1,1,1,6.33,0,6,0,0,0.00454,0.09118
2,37,4,12,0,0,1,6.33,0,3,0,0,0.00454,0.09118
2,184,4,8,1,0,1,6.33,0,5,0,0,0.00454,0.09118
1,343,4,13,0,0,0,6.33,0,5,0,0,0.00454,0.09118
5,337,4,13,1,0,1,6.33,0,6,0,0,0.00454,0.09118
2,142,4,2,1,1,0,6.33,0,3,0,0,0.00454,0.09118
2,170,4,9,1,0,0,6.33,0,1,0,0,0.00454,0.09118
2,25,4,9,1,1,1,6.33,0,3,1,0,0.00454,0.09118
1,70,4,23,1,1,1,6.33,0,5,0,0,0.00454,0.09118
1,73,4,1,0,0,0,6.33,0,2,0,0,0.00454,0.09118
1,51,4,2,1,1,0,6.33,0,1,0,0,0.00454,0.09118
4,365,4,8,1,0,1,6.33,0,6,0,0,0.00454,0.09118
1,98,4,12,0,0,1,6.33,0,1,0,0,0.00454,0.09118
1,56,4,13,0,0,0,6.33,0,7,1,0,0.00454,0.09118
2,16,4,7,1,1,1,6.33,1,1,0,0,0.00454,0.09118
1,89,4,15,0,1,1,5.33,0,5,0,0,0.00834,0.06774
4,142,4,8,1,0,0,5.33,0,2,0,0,0.00834,0.06774
3,68,4,14,0,0,1,5.33,0,1,1,0,0.00834,0.06774
2,66,4,2,0,0,0,5.33,0,2,0,0,0.00834,0.06774
1,69,4,7,0,0,1,5.33,0,5,0,0,0.00834,0.06774
5,46,4,23,1,0,0,5.33,0,6,0,0,0.00834,0.06774
2,56,4,8,0,0,0,5.33,1,6,0,0,0.00834,0.06774
6,49,4,3,1,0,0,5.33,0,4,0,0,0.00834,0.06774
1,83,4,6,0,0,0,5.33,0,3,0,0,0.00834,0.06774
2,140,4,3,1,0,0,5.33,0,3,0,0,0.00834,0.06774
1,83,4,3,1,0,0,5.33,0,3,0,0,0.00834,0.06774
1,92,4,2,0,0,0,5.33,1,2,0,0,0.00834,0.06774
2,81,4,9,1,1,1,5.33,1,1,0,0,0.00834,0.06774
3,97,4,10,1,0,0,5.33,0,7,0,0,0.00834,0.06774
1,22,4,2,1,1,0,5.33,0,2,0,0,0.00834,0.06774
1,44,4,16,0,0,0,5.33,0,1,0,0,0.00834,0.0777
4,97,4,14,1,1,0,5.33,0,5,1,0,0.00834,0.06774
2,50,4,10,0,0,0,5.33,0,4,0,0,0.00834,0.06774
2,281,4,3,0,0,0,5.33,1,2,0,0,0.00834,0.06774
2,62,4,4,1,1,1,5.33,0,2,0,0,0.00834,0.00912
2,103,4,13,1,0,0,5.33,0,6,1,0,0.00834,0.06774
2,63,4,14,0,0,0,5.33,0,5,0,0,0.00834,0.06774
1,22,4,3,0,1,0,5.33,0,2,0,0,0.00834,0.06774
1,56,4,10,0,0,0,5.33,1,3,0,0,0.00834,0.06774
1,43,4,12,1,1,1,5.33,0,5,0,0,0.00834,0.04738
2,1,4,6,1,0,0,5.33,0,2,0,0,0.00834,0.14348
1,105,4,5,1,1,0,5.33,1,3,0,0,0.00834,0.04738
1,81,4,3,0,0,0,5.33,0,5,0,0,0.00834,0.06774
1,46,4,10,0,0,0,5.33,0,1,0,0,0.00834,0.06774
2,281,4,3,0,0,0,5.33,0,2,0,0,0.00834,0.06774
1,17,4,4,0,0,0,5.33,0,6,0,0,0.00834,0.00114
2,64,4,6,0,0,1,5.33,0,3,0,0,0.00834,0.06774
2,93,4,8,1,0,0,5.33,0,3,0,0,0.00834,0.06774
3,68,4,14,0,0,1,5.33,0,1,1,0,0.00834,0.06774
5,76,4,23,0,0,0,5.33,1,4,0,0,0.00834,0.06774
2,140,4,3,1,0,0,5.33,0,3,0,0,0.00834,0.06774
1,67,4,16,1,0,0,5.33,0,6,0,0,0.00834,0.06774
1,281,4,3,0,0,0,5.33,0,2,0,0,0.00834,0.06774
2,53,4,6,0,0,0,5.33,0,6,0,0,0.00834,0.06774
1,81,4,2,1,0,0,5.33,0,5,0,0,0.00834,0.06774
2,66,4,1,0,0,1,5.33,0,1,0,0,0.00834,0.06774
3,127,4,4,0,0,0,5.33,0,6,1,0,0.00834,0.06774
2,39,4,13,0,0,0,5.33,0,4,0,0,0.00834,0.06774
1,83,4,6,0,0,0,5.33,0,3,0,0,0.00834,0.06774
1,40,4,16,0,0,0,5.33,1,2,0,0,0.00834,0.06774
2,45,4,4,1,1,0,8.58,0,1,0,0,0.00292,0.35744
1,30,4,5,1,0,0,8.58,0,2,0,0,0.00292,0.0254
1,63,4,5,0,0,0,8.58,1,5,0,0,0.00292,0.35744
3,294,4,6,1,0,0,8.58,0,7,0,0,0.00292,0.35744
1,11,4,21,1,1,0,8.58,1,1,0,0,0.00292,2e-05
1,30,4,11,1,0,0,8.58,0,2,0,0,0.00292,0.0059
1,80,4,4,0,0,0,8.58,0,1,0,0,0.00292,0.35744
1,264,4,10,0,0,0,8.58,0,7,0,0,0.00292,0.35744
1,35,4,5,0,0,1,8.58,0,5,1,0,0.00292,0.35744
2,22,4,6,1,0,0,8.58,0,4,0,1,0.00292,0.35744
2,107,4,2,0,0,1,8.58,0,2,0,0,0.00292,0.35744
1,119,4,2,0,0,0,4.67,0,3,0,0,0.00342,0.04154
1,183,4,4,1,0,0,4.67,0,2,0,0,0.00342,0.04154
2,236,4,3,1,0,0,4.67,0,6,1,0,0.00342,0.04154
1,244,4,7,0,0,0,4.67,0,4,0,0,0.00342,0.04154
2,200,4,5,1,1,0,4.67,0,4,0,0,0.00342,0.04154
1,154,4,14,1,0,0,4.67,0,4,0,0,0.00342,0.04154
1,157,4,13,1,0,0,4.67,0,1,0,0,0.00342,0.04154
1,120,4,15,1,0,0,4.67,0,2,0,0,0.00342,0.04154
1,120,4,12,1,0,0,4.67,0,2,0,0,0.00342,0.04154
1,22,4,0,0,0,0,4.67,0,7,1,0,0.00342,0.04154
1,119,4,6,0,0,1,4.67,0,5,0,0,0.00342,0.04154
2,140,4,16,1,0,0,4.67,0,1,0,0,0.00342,0.04154
2,245,4,7,1,0,0,4.67,0,3,0,0,0.00342,0.04154
2,276,4,15,1,0,0,4.67,0,2,1,0,0.00342,0.04154
1,154,4,14,1,0,0,4.67,0,4,0,0,0.00342,0.04154
1,55,4,1,0,0,1,4.67,1,2,0,0,0.00342,0.00114
2,231,4,7,1,0,0,4.67,0,3,0,0,0.00342,0.04154
2,70,4,9,1,0,0,4.67,0,5,0,0,0.00342,0.04154
2,153,4,15,1,0,0,4.67,0,1,0,0,0.00342,0.04154
2,58,4,8,1,0,1,4.67,0,3,0,0,0.00342,0.04154
1,96,4,13,0,0,0,4.67,0,7,0,0,0.00342,0.04154
1,24,4,16,0,0,1,4.67,0,5,0,0,0.00342,0.04154
2,330,4,17,0,0,0,4.67,0,1,0,0,0.00342,0.04154
1,23,4,9,1,1,0,4.67,0,1,0,0,0.00342,0.04154
2,246,4,4,0,0,0,4.67,1,2,0,0,0.00342,0.04154
2,373,4,11,0,0,0,4.67,0,1,0,0,0.00342,0.04154
1,118,4,2,1,0,0,4.67,0,4,0,0,0.00342,0.04154
4,78,4,15,1,0,0,4.67,0,4,1,0,0.00342,0.04154
1,200,4,5,1,1,0,4.67,0,4,0,0,0.00342,0.04154
1,120,4,10,1,0,0,4.67,0,2,0,0,0.00342,0.04154
2,128,4,4,0,0,0,4.67,0,1,0,0,0.00342,0.00912
1,22,4,11,1,0,0,4.67,0,7,0,0,0.00342,0.04154
2,217,4,12,1,1,0,4.67,0,3,0,0,0.00342,0.04154
1,120,4,10,1,0,0,4.67,0,2,0,0,0.00342,0.04154
2,120,4,10,1,1,0,4.67,0,2,0,0,0.00342,0.04154
1,245,4,11,1,0,1,4.67,0,3,1,0,0.00342,0.04154
2,253,4,18,0,0,0,4.67,0,6,0,0,0.00342,0.04154
2,231,4,8,0,0,0,4.67,0,5,0,0,0.00342,0.04154
2,32,4,14,1,0,0,4.67,0,7,0,0,0.00342,0.04154
1,120,4,10,0,0,0,4.67,0,2,0,0,0.00342,0.04154
1,372,4,4,1,0,0,4.67,0,2,0,0,0.00342,0.04154
2,94,4,9,0,0,0,5.13,0,6,0,0,0.00022,0.06774
3,83,4,5,0,0,0,5.13,0,4,0,0,0.00022,0.35744
1,31,4,14,0,0,0,5.0,0,5,0,0,0.00074,0.0254
2,31,4,12,1,0,1,5.0,0,7,0,0,0.00074,0.06774
2,43,4,15,1,0,0,5.0,1,4,0,0,0.00074,0.06774
1,66,4,12,0,0,0,5.0,1,2,0,0,0.00074,0.06774
2,74,4,6,0,0,0,5.0,0,6,0,0,0.00074,0.06774
6,95,4,10,1,0,1,5.0,0,1,0,0,0.00074,0.06774
1,202,4,11,0,1,1,5.0,1,4,0,0,0.00074,0.06774
1,83,4,9,0,0,0,5.0,0,6,0,0,0.00074,0.06774
1,10,4,7,0,1,1,8.58,0,6,0,0,0.00016,0.35744
1,41,4,12,0,0,0,8.83,0,5,0,0,0.00054,0.35744
1,41,4,2,0,0,1,8.83,0,5,0,0,0.00158,0.35744
1,19,4,6,0,1,1,8.83,0,2,0,0,0.00158,0.00776
1,4,4,2,0,1,1,5.62,0,5,0,0,0.00074,0.35744
3,62,4,12,0,0,0,5.62,0,5,0,0,0.00074,0.00776
1,342,4,18,1,0,0,8.58,0,6,0,0,0.00088,0.00776
2,71,4,8,0,1,0,8.58,0,1,0,0,0.00088,0.35744
2,302,4,2,1,1,1,8.83,0,1,0,0,0.00016,0.0406
9,6,4,12,1,0,0,6.42,0,6,0,0,0.00014,0.0059
1,23,4,4,0,0,0,6.42,0,1,0,0,0.00014,0.06774
2,242,4,16,1,0,0,5.62,1,2,0,0,0.00014,0.0406
5,29,4,12,1,0,1,8.58,0,2,0,0,0.00012,0.0406
3,23,4,2,0,0,0,4.67,0,1,1,0,0.00028,0.0406
1,24,4,12,1,0,0,4.67,0,1,0,0,0.00028,6e-05
4,15,4,16,1,0,1,4.67,0,3,1,0,0.00028,0.0406
1,6,4,6,0,0,0,4.67,0,2,0,0,0.00028,0.04154
1,5,4,6,1,0,1,5.0,0,3,0,0,0.0001,0.06774
1,4,4,3,1,0,1,5.0,0,4,0,0,0.0001,0.06774
9,7,4,17,1,1,1,5.0,0,1,0,0,0.0001,0.06774
2,16,4,4,1,0,0,5.07,0,1,0,0,0.00096,0.06774
2,132,4,1,0,0,0,5.07,0,4,0,0,0.00096,0.06774
1,25,4,4,0,0,0,5.07,0,6,0,0,0.00096,0.06774
2,126,4,11,1,0,0,5.07,1,3,0,0,0.00096,0.06774
3,85,4,3,1,0,0,5.07,1,4,0,0,0.00096,0.06774
2,233,4,12,0,0,1,5.07,0,1,0,0,0.00096,0.06774
2,9,4,5,1,1,1,5.07,1,4,0,0,0.00016,0.14348
9,242,4,9,1,0,1,5.07,1,6,0,0,0.00014,0.06774
1,11,4,4,0,0,1,5.07,0,5,0,0,0.00032,0.14348
1,7,4,14,1,0,0,5.07,0,6,0,0,0.0002,0.04738
1,210,4,5,0,0,1,5.07,1,5,0,0,0.00032,0.06774
1,17,4,5,1,0,1,5.07,0,3,0,0,0.00078,0.14348
1,333,4,6,1,0,0,5.07,0,2,0,0,0.00078,0.14348
1,22,4,5,1,0,0,5.07,0,1,0,0,0.00078,0.14348
1,4,4,13,0,0,1,5.07,0,7,0,0,0.00078,0.14348
1,9,4,2,0,0,1,5.07,0,4,0,0,0.00078,0.14348
1,24,4,9,0,0,1,5.07,0,3,0,0,0.00078,0.14348
3,13,4,15,1,1,1,5.07,0,3,0,0,0.00078,0.14348
1,56,4,7,1,0,0,5.07,0,5,0,0,0.00078,0.06774
1,3,4,20,0,0,0,5.07,0,3,1,0,0.00014,0.14348
2,13,4,9,1,0,0,5.07,0,5,0,0,0.00014,0.14348
1,63,4,11,0,0,1,8.58,0,3,0,0,0.0004,0.06774
2,6,4,19,1,1,1,8.58,0,6,0,0,0.0004,0.06774
3,37,4,7,0,0,0,8.58,1,3,0,0,0.0004,0.06774
3,234,4,23,0,0,0,8.58,0,1,0,0,0.0004,0.35744
1,42,4,2,1,1,1,5.07,0,6,0,0,0.00014,0.14348
4,20,4,4,1,0,1,5.07,1,7,0,0,0.00014,0.14348
1,20,4,1,1,1,1,5.07,0,7,0,0,0.00014,0.14348
1,57,4,2,0,0,1,5.07,1,4,0,0,0.00068,0.06774
1,56,4,11,0,0,0,5.07,0,5,1,0,0.00068,0.06774
1,22,4,3,0,0,0,5.07,0,4,0,0,0.00068,0.00912
1,13,4,10,1,0,1,5.07,1,2,0,0,0.00068,0.06774
1,12,4,10,0,0,0,8.83,1,3,0,0,0.00212,0.0059
1,20,4,23,0,0,1,8.83,0,1,0,0,0.00212,0.35744
1,162,4,22,0,0,1,8.83,0,7,0,0,0.00212,0.35744
2,114,4,5,1,0,0,8.83,1,2,0,0,0.00168,0.00608
1,36,4,13,1,1,1,8.83,0,3,0,0,0.00168,0.35744
2,37,4,3,1,0,0,8.83,0,2,0,0,0.00168,0.35744
1,9,4,10,0,0,1,8.83,0,1,0,0,0.00168,0.35744
3,15,4,13,0,1,1,5.62,0,3,0,0,0.00352,0.35744
3,10,4,19,0,0,0,5.62,0,1,1,0,0.00352,0.35744
1,20,4,7,1,1,0,5.62,0,5,0,0,0.00352,0.35744
4,281,4,12,0,0,0,5.62,0,3,0,0,0.00352,0.35744
2,175,4,5,1,1,1,5.62,0,4,0,0,0.00352,0.35744
1,14,4,6,1,1,0,5.62,0,4,0,0,0.00352,0.35744
1,120,4,14,1,1,0,5.62,1,5,0,0,0.00352,0.0059
1,31,4,23,0,0,0,5.62,0,1,0,0,0.00352,0.35744
1,30,4,15,0,0,0,5.62,0,3,0,0,0.00352,0.35744
2,48,4,2,1,0,1,5.62,0,7,0,0,0.00352,0.00532
1,24,4,1,1,0,0,5.62,0,6,0,0,0.00352,0.0059
1,8,4,4,0,0,0,5.62,0,4,0,0,0.00352,0.0059
1,255,4,13,1,0,0,5.62,0,1,0,0,0.00352,0.06774
1,44,4,10,0,1,1,5.62,0,6,0,0,0.00352,0.35744
2,11,4,13,1,1,1,5.62,0,7,0,0,0.00352,0.35744
1,15,4,1,0,0,1,5.62,0,4,0,0,0.00352,0.35744
1,36,4,15,1,0,1,5.62,0,3,0,0,0.00352,0.35744
1,28,4,2,0,1,0,5.62,0,4,0,0,0.00352,0.35744
1,32,4,16,1,1,1,5.62,0,1,1,0,0.00352,0.0059
1,11,4,12,0,0,1,8.58,0,2,0,0,0.00268,0.35744
1,139,4,9,0,0,1,8.58,0,1,0,0,0.00268,0.0059
1,0,4,0,0,1,0,8.58,0,3,1,0,0.00268,0.35744
2,53,4,22,0,0,0,8.58,0,1,0,0,0.00268,0.35744
2,11,4,13,0,1,0,8.58,0,1,0,0,0.00268,0.35744
1,31,4,17,0,0,1,8.58,0,7,0,0,0.00268,0.35744
3,3,4,1,1,0,1,8.58,0,5,0,0,0.00268,0.0059
1,11,4,23,0,0,0,8.58,0,1,0,0,0.00268,0.35744
1,14,4,3,0,0,0,8.58,1,3,0,0,0.00268,0.0059
1,24,4,14,0,0,0,8.58,0,7,0,0,0.00268,0.0059
1,42,4,5,1,0,0,8.58,1,4,0,0,0.00268,0.0059
1,0,4,0,0,1,0,8.58,0,3,1,0,0.00268,0.35744
1,3,4,14,0,0,0,8.58,0,1,0,0,0.00268,0.35744
1,7,4,9,0,1,1,8.58,0,4,0,0,0.00268,0.0059
2,22,4,2,1,1,1,8.58,1,2,0,0,0.00268,0.35744
1,0,4,0,0,1,0,8.58,0,3,1,0,0.00268,0.35744
1,72,4,7,0,0,0,8.58,0,1,1,0,0.00268,0.0254
2,39,4,6,1,1,0,7.57,1,6,0,0,0.00236,0.0777
2,37,4,15,0,0,0,7.57,0,3,1,0,0.00236,0.0777
1,95,4,8,1,1,0,7.57,0,6,1,0,0.00236,0.0777
2,83,4,4,1,0,0,7.57,0,1,0,0,0.00236,0.0777
2,16,4,0,1,1,1,7.57,0,3,0,0,0.00236,0.0777
2,10,4,10,1,1,1,7.57,0,3,1,0,0.00236,0.0777
2,8,4,4,1,0,0,7.57,0,6,0,0,0.00236,0.0059
3,49,4,3,1,1,1,7.57,0,1,0,0,0.00236,0.0777
2,52,4,22,0,1,0,7.57,0,4,1,0,0.00236,0.0777
1,13,4,12,0,0,0,7.57,1,5,0,0,0.00236,0.0777
2,45,4,9,0,0,0,7.57,0,2,1,0,0.00236,0.0777
4,39,4,5,1,1,0,7.57,1,6,0,0,0.00236,0.0777
2,44,4,1,1,1,1,7.57,0,6,0,0,0.00236,0.0777
1,86,4,14,0,0,1,7.57,0,5,1,0,0.00236,0.0777
1,58,4,10,1,0,0,7.57,0,6,1,0,0.00236,0.0777
2,73,4,11,0,0,1,7.57,0,1,0,0,0.00236,0.0777
1,218,4,15,0,1,1,7.57,0,4,1,0,0.00236,0.0777
8,57,4,14,0,0,0,7.57,0,6,0,0,0.00236,0.0777
1,52,4,11,0,1,1,7.57,0,3,0,0,0.00236,0.0777
2,28,4,14,1,0,0,7.57,0,7,0,0,0.00236,0.0777
1,68,4,13,0,1,1,7.57,0,5,0,0,0.00236,0.0777
1,24,4,10,0,0,0,7.57,0,7,0,0,0.00236,0.0777
2,52,4,13,1,0,0,7.57,1,2,0,0,0.00236,0.0777
5,55,4,6,1,0,0,7.57,0,5,0,0,0.00236,0.0777
1,58,4,10,1,0,0,7.57,0,6,1,0,0.00236,0.0777
1,82,4,4,0,0,0,7.57,0,7,0,0,0.00236,0.0777
1,9,4,3,1,0,0,7.57,0,2,0,0,0.00236,0.0777
3,249,4,10,0,0,0,7.57,0,7,1,0,0.00236,0.0777
1,161,4,13,0,1,1,7.57,0,6,0,0,0.00236,0.0777
2,37,4,3,1,0,1,7.57,1,3,0,0,0.00236,0.0777
2,18,4,8,1,0,0,7.57,0,6,0,0,0.00236,0.0777
2,18,4,12,0,1,1,7.57,0,7,1,0,0.00236,0.0777
2,8,4,11,1,0,0,7.57,0,6,0,0,0.00236,0.0777
1,185,4,13,0,1,1,7.57,0,7,0,0,0.00236,0.0777
1,87,4,14,0,0,0,7.57,0,7,0,0,0.00236,0.0777
2,23,4,15,0,0,1,7.57,0,3,0,0,0.00236,0.0777
1,94,4,11,1,1,0,7.57,0,7,1,0,0.00236,0.0777
2,23,4,11,0,0,1,6.62,0,4,0,0,0.0075,0.09118
1,78,4,7,0,0,0,6.62,0,4,0,0,0.0075,0.09118
7,183,4,14,1,0,0,6.62,0,1,0,0,0.0075,0.09118
2,71,4,14,1,0,0,6.62,0,2,0,0,0.0075,0.09118
2,53,4,2,0,0,0,6.62,0,5,0,0,0.0075,0.09118
1,10,4,3,0,0,0,6.62,0,7,0,0,0.0075,0.09118
1,97,4,16,1,1,1,6.62,0,4,0,0,0.0075,0.09118
4,26,4,6,1,0,1,6.62,0,5,0,0,0.0075,0.09118
2,54,4,5,0,0,0,6.62,0,7,0,0,0.0075,0.09118
2,65,4,13,1,1,0,6.62,0,6,0,0,0.0075,0.09118
1,70,4,9,1,0,0,6.62,0,1,0,0,0.0075,0.09118
3,155,4,0,0,0,0,6.62,0,3,0,0,0.0075,0.09118
2,95,4,12,1,0,0,6.62,0,1,0,0,0.0075,0.09118
2,229,4,9,1,1,1,6.62,0,7,1,0,0.0075,0.09118
1,23,4,16,0,0,0,6.62,0,1,0,0,0.0075,0.09118
6,272,4,13,0,0,0,6.62,0,4,0,0,0.0075,0.09118
2,22,4,3,0,0,0,6.62,0,2,0,0,0.0075,0.09118
2,118,4,13,1,0,0,6.62,0,3,0,0,0.0075,0.09118
1,41,4,13,0,0,0,6.62,0,4,0,0,0.0075,0.09118
1,81,4,23,0,0,0,6.62,0,3,0,0,0.0075,0.09118
4,293,4,6,1,0,1,6.62,0,2,1,0,0.0075,0.09118
2,60,4,11,1,1,0,6.62,0,7,0,0,0.0075,0.09118
4,87,4,3,1,1,1,6.62,0,1,0,0,0.0075,0.09118
2,70,4,0,1,0,0,6.62,0,5,0,0,0.0075,0.09118
1,111,4,13,0,0,1,6.62,0,2,0,0,0.0075,0.09118
2,151,4,9,1,1,0,6.62,0,3,0,0,0.0075,0.09118
2,191,4,7,0,0,0,6.62,0,4,0,0,0.0075,0.09118
1,98,4,14,0,0,0,6.62,0,7,0,0,0.0075,0.09118
2,27,4,0,0,1,1,6.62,0,2,0,0,0.0075,0.09118
2,49,4,11,0,0,0,6.62,0,5,0,0,0.0075,0.09118
1,24,4,3,0,0,0,6.62,0,1,0,0,0.0075,0.09118
2,14,4,13,1,0,1,6.62,0,3,0,0,0.0075,0.09118
2,33,4,14,1,0,0,6.62,0,1,0,0,0.0075,0.09118
2,11,4,8,0,0,0,6.62,0,1,0,0,0.0075,0.09118
4,41,4,16,1,0,1,6.62,0,4,0,0,0.0075,0.09118
1,27,4,8,0,0,1,6.62,0,4,0,0,0.0075,0.09118
2,112,4,6,1,1,0,6.62,0,3,0,0,0.0075,0.09118
1,25,4,10,0,0,0,6.62,0,5,0,0,0.0075,0.09118
2,55,4,10,1,1,0,6.62,0,6,1,0,0.0075,0.09118
2,22,4,12,0,1,1,6.62,0,6,1,0,0.0075,0.09118
2,43,4,4,1,0,0,6.62,0,7,0,0,0.0075,0.09118
2,23,4,10,0,0,0,6.62,0,6,0,0,0.0075,0.09118
2,56,4,8,0,0,0,6.62,0,5,0,0,0.0075,0.09118
2,297,4,20,1,0,1,6.62,0,7,0,0,0.0075,0.09118
2,73,4,8,1,0,0,6.62,0,1,0,0,0.0075,0.09118
1,17,4,23,0,0,0,6.62,0,7,0,0,0.0075,0.09118
2,156,4,17,0,0,0,6.62,0,4,0,0,0.0075,0.09118
3,27,4,7,1,0,0,6.62,0,2,0,0,0.0075,0.09118
1,57,4,5,1,0,0,6.62,0,2,0,0,0.0075,0.09118
2,24,4,18,1,0,0,6.62,0,7,0,0,0.0075,0.09118
1,149,4,1,1,0,0,6.62,0,6,0,0,0.0075,0.09118
1,98,4,14,0,0,0,6.62,0,7,0,0,0.0075,0.09118
2,156,4,13,0,0,0,6.62,0,4,0,0,0.0075,0.09118
2,86,4,15,1,0,0,6.62,0,6,0,0,0.0075,0.09118
4,156,4,14,0,0,1,6.62,0,3,1,0,0.0075,0.09118
3,26,4,16,0,0,0,6.62,0,6,0,0,0.0075,0.09118
2,67,4,15,0,1,0,6.62,0,2,0,0,0.0075,0.09118
1,19,4,0,1,0,0,6.62,0,5,0,0,0.0075,0.09118
2,80,4,13,1,1,1,6.62,0,4,0,0,0.0075,0.09118
4,8,4,2,1,1,1,6.62,0,4,0,0,0.0075,0.09118
7,191,4,14,1,0,0,6.62,0,7,0,0,0.0075,0.09118
2,317,4,4,0,0,0,6.62,0,1,0,0,0.0075,0.09118
1,10,4,15,0,0,1,6.62,0,5,0,0,0.0075,0.09118
2,96,4,6,1,0,1,6.62,0,1,0,0,0.0075,0.09118
2,165,4,14,0,1,1,6.62,0,1,0,0,0.0075,0.09118
2,11,4,4,1,1,0,6.62,0,1,0,0,0.0075,0.09118
4,414,4,14,0,0,0,6.62,0,2,0,0,0.0075,0.09118
8,189,4,12,0,0,0,6.62,0,3,0,0,0.0075,0.09118
1,4,4,7,1,0,0,6.62,0,6,0,0,0.0075,0.09118
5,421,4,16,0,0,0,6.62,0,7,1,0,0.0075,0.09118
5,161,4,4,1,0,0,6.62,0,3,0,0,0.0075,0.09118
2,35,4,13,0,0,1,6.62,0,1,0,0,0.0075,0.09118
2,338,4,15,1,0,1,6.62,0,1,0,0,0.0075,0.09118
3,23,4,0,0,0,1,6.62,0,3,0,0,0.0075,0.09118
2,96,4,12,1,0,0,6.62,0,7,0,0,0.0075,0.09118
1,16,4,12,0,0,0,6.62,0,3,1,0,0.0075,0.09118
2,32,4,15,1,0,0,6.62,0,1,0,0,0.0075,0.09118
4,366,4,6,1,0,1,6.62,0,2,0,0,0.0075,0.09118
1,162,4,16,1,1,0,6.62,0,2,0,0,0.0075,0.09118
2,126,4,4,0,0,1,6.62,0,3,0,0,0.0075,0.09118
1,7,4,1,0,0,0,6.62,0,2,0,0,0.0075,0.09118
2,63,4,13,1,0,0,6.62,0,4,0,0,0.0075,0.09118
2,81,4,11,1,0,0,6.62,0,1,0,0,0.0075,0.09118
1,198,4,7,0,0,0,6.62,0,3,0,0,0.0075,0.09118
2,78,4,12,1,0,0,6.62,0,7,0,0,0.0075,0.0777
2,18,4,6,0,0,0,6.62,0,3,0,0,0.0075,0.09118
4,308,4,5,1,0,1,6.62,0,3,0,0,0.0075,0.09118
2,185,4,14,0,0,0,6.62,0,3,1,0,0.0075,0.09118
2,108,4,8,0,0,1,6.62,0,5,0,0,0.0075,0.09118
2,76,4,11,1,0,0,6.62,0,4,0,0,0.0075,0.09118
2,18,4,9,0,0,0,6.62,0,2,1,0,0.0075,0.09118
3,128,4,8,0,0,0,6.62,0,6,0,0,0.0075,0.09118
1,42,4,4,0,1,0,6.62,0,3,0,0,0.0075,0.09118
3,30,4,15,0,0,1,6.62,0,3,0,0,0.0075,0.09118
4,38,4,7,1,1,0,6.62,0,5,0,0,0.0075,0.09118
1,97,4,16,1,1,1,6.62,0,4,0,0,0.0075,0.09118
1,13,4,2,0,0,0,6.62,0,4,0,0,0.0075,0.09118
3,56,4,14,0,0,0,6.62,0,4,0,0,0.0075,0.14348
2,79,4,8,0,0,0,6.62,0,4,0,0,0.0075,0.09118
1,99,4,9,1,0,0,6.62,0,5,1,0,0.0075,0.09118
4,192,4,9,0,0,1,6.62,0,5,0,0,0.0075,0.09118
2,189,4,3,0,0,0,6.62,0,2,0,0,0.0075,0.06774
1,23,4,15,0,0,0,6.62,0,1,0,0,0.0075,0.09118
1,12,4,14,1,0,1,6.62,0,3,0,0,0.0075,0.09118
1,98,4,14,0,0,0,6.62,0,7,0,0,0.0075,0.09118
1,44,4,6,0,0,0,6.62,0,1,0,0,0.0075,0.09118
1,55,4,3,1,1,0,6.62,0,5,0,0,0.0075,0.09118
2,26,4,5,0,0,0,6.62,0,2,0,0,0.0075,0.09118
1,55,4,17,1,1,0,6.62,0,5,1,0,0.0075,0.09118
